,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,PowerConsumption
3957,15.58,52.69,4.917,462.0,34098.22785
3958,15.78,52.92,4.919,474.6,34395.94937
3959,15.95,53.92,4.916,493.1,34657.21519
3960,16.25,52.85,4.918,503.5,34560.0
3961,16.57,51.05,4.92,516.7,34566.07595
3962,16.78,49.82,4.916,526.7,35027.8481
3963,16.91,49.12,4.918,535.2,34985.31646
3964,16.97,47.65,4.917,542.3,35252.65823
3965,17.1,48.88,4.918,548.7,35033.92405
3966,17.15,49.22,4.919,555.1,34954.93671
3967,17.18,49.25,4.918,549.1,35283.03797
3968,17.37,49.42,4.917,557.6,35185.82278
3969,17.38,50.25,4.916,551.6,35149.36709
3970,17.36,48.88,4.919,553.2,34942.78481
3971,17.38,47.18,4.918,549.5,34602.53165
3972,17.36,48.31,4.919,542.7,34608.60759
3973,17.45,49.05,4.914,534.3,35076.4557
3974,17.48,49.68,4.916,525.6,34414.17722
3975,17.43,49.42,4.918,516.9,34347.34177
3976,17.46,49.55,4.917,505.9,33770.12658
3977,17.56,50.28,4.916,489.3,33423.79747
3978,17.46,50.35,4.917,474.1,33399.49367
3979,17.29,49.38,4.916,460.0,33180.75949
3980,17.24,46.54,4.915,441.6,32627.8481
3981,17.39,48.58,4.916,423.1,32166.07595
3982,17.41,49.51,4.916,403.0,32251.13924
3983,17.34,49.51,4.92,382.3,32457.72152
3984,17.32,49.35,4.915,359.0,32147.8481
3985,17.41,50.35,4.918,332.6,32147.8481
3986,17.21,52.05,4.917,303.7,32008.10127
3987,17.2,55.12,4.917,280.4,31680.0
3988,16.95,55.71,4.915,255.7,31649.62025
3989,16.82,56.88,4.919,228.9,31783.29114
3990,16.78,57.01,4.922,202.4,31941.26582
3991,16.58,56.85,4.918,179.2,31983.79747
3992,16.46,57.38,4.915,151.3,32712.91139
3993,16.26,57.78,4.915,126.1,33709.36709
3994,16.16,57.18,4.915,103.4,35477.46835
3995,16.06,57.44,4.912,83.3,38132.65823
3996,15.99,57.14,4.915,63.68,41182.78481
3997,15.87,57.34,4.917,45.39,42428.35443
3998,15.84,57.94,4.915,22.27,42829.36709
3999,15.6,59.71,4.916,8.28,42932.65823
4000,15.39,61.25,4.916,4.213,42871.89873
4001,15.12,61.88,4.919,1.46,43163.5443
4002,14.94,62.55,4.919,0.3,42969.11392
4003,14.8,63.05,4.921,0.07,43139.24051
4004,14.71,64.35,4.916,0.062,42926.58228
4005,14.5,64.92,4.918,0.07,42768.60759
4006,14.31,66.09,4.919,0.055,42908.35443
4007,14.15,67.06,4.921,0.055,42829.36709
4008,14.12,67.59,4.917,0.062,42549.87342
4009,14.14,66.69,4.914,0.062,42452.65823
4010,14.12,65.79,4.919,0.095,42604.55696
4011,14.0,67.96,4.916,0.059,42318.98734
4012,13.79,69.59,4.916,0.07,42148.86076
4013,13.7,70.6,4.917,0.066,41996.96203
4014,13.59,71.0,4.913,0.051,41984.81013
4015,13.15,70.5,4.913,0.055,41760.0
4016,13.33,70.7,4.919,0.062,41498.73418
4017,13.48,69.16,4.919,0.051,40957.97468
4018,13.41,69.93,4.922,0.022,40727.08861
4019,13.49,66.32,4.923,0.055,39718.48101
4020,13.62,63.82,4.912,0.062,38946.83544
4021,13.43,66.96,4.914,0.048,38788.86076
4022,13.11,67.49,4.914,0.044,38636.96203
4023,12.97,70.2,4.919,0.037,38150.88608
4024,13.01,72.2,4.918,0.029,37658.73418
4025,12.87,72.6,4.914,0.055,36874.93671
4026,12.97,71.9,4.911,0.073,36012.1519
4027,12.79,73.4,4.912,0.051,35125.06329
4028,12.39,74.2,4.917,0.059,34481.01266
4029,12.6,75.6,4.911,0.051,33903.79747
4030,12.12,77.0,4.913,0.062,33028.86076
4031,11.87,77.5,4.918,0.066,31819.74684
4032,11.6,75.8,4.912,0.059,30920.50633
4033,11.35,75.2,4.914,0.048,29820.75949
4034,11.66,74.9,4.916,0.059,28988.35443
4035,11.5,74.0,4.915,0.073,28362.53165
4036,11.23,74.9,4.916,0.04,27517.97468
4037,11.58,74.6,4.917,0.055,26855.6962
4038,11.58,73.5,4.914,0.059,26071.89873
4039,11.18,75.5,4.915,0.059,25646.58228
4040,10.91,76.7,4.92,0.037,25263.79747
4041,10.87,77.0,4.916,0.059,24522.53165
4042,10.97,77.0,4.913,0.073,24121.51899
4043,11.06,75.7,4.915,0.077,23775.18987
4044,11.31,74.7,4.912,0.055,23501.77215
4045,11.41,73.6,4.917,0.062,22839.49367
4046,11.54,73.9,4.915,0.062,22566.07595
4047,11.61,73.0,4.913,0.095,22298.73418
4048,11.71,73.2,4.915,0.073,22183.29114
4049,11.9,71.3,4.915,0.088,21855.18987
4050,11.94,71.8,4.914,0.051,21709.36709
4051,12.1,70.8,4.914,0.04,21606.07595
4052,13.27,66.99,4.917,0.062,21551.39241
4053,13.87,63.49,4.916,0.051,21612.1519
4054,14.38,59.85,4.914,0.081,21612.1519
4055,14.3,58.35,4.919,0.062,21533.16456
4056,13.72,62.52,4.92,0.048,21448.10127
4057,13.49,62.08,4.919,0.044,21545.31646
4058,12.18,69.76,4.915,0.044,21454.17722
4059,11.75,71.4,4.916,0.095,21326.58228
4060,11.6,71.7,4.922,0.051,21059.24051
4061,11.68,71.5,4.919,0.066,21290.12658
4062,11.72,69.63,4.916,0.055,21435.94937
4063,11.56,69.9,4.917,0.051,21496.70886
4064,11.73,69.13,4.92,0.033,21575.6962
4065,11.33,70.6,4.915,0.033,21891.64557
4066,11.39,70.7,4.922,0.07,22080.0
4067,11.34,69.67,4.915,0.048,23040.0
4068,11.22,69.8,4.921,0.059,23483.5443
4069,11.17,69.91,4.92,0.066,23088.60759
4070,11.2,69.24,4.918,0.048,22961.01266
4071,10.99,69.61,4.914,0.07,22918.48101
4072,10.94,69.55,4.918,0.066,22487.08861
4073,11.12,69.48,4.918,0.048,21624.3038
4074,11.07,69.21,4.921,0.081,20773.67089
4075,11.31,68.31,4.917,0.07,19728.60759
4076,11.03,68.95,4.917,0.055,19303.29114
4077,10.84,69.75,4.917,0.073,19224.3038
4078,11.1,69.05,4.917,0.077,19321.51899
4079,11.08,68.25,4.917,0.059,19418.73418
4080,11.32,68.05,4.92,0.479,20014.17722
4081,11.31,68.35,4.918,2.083,20384.81013
4082,11.47,67.94,4.919,5.724,20500.25316
4083,11.54,67.68,4.917,11.18,20937.72152
4084,11.51,68.18,4.921,46.92,21217.21519
4085,11.43,67.81,4.917,71.4,21934.17722
4086,11.81,68.38,4.916,97.7,22505.31646
4087,13.59,60.73,4.922,124.8,22973.16456
4088,14.46,57.16,4.919,157.1,23374.17722
4089,14.88,54.09,4.918,185.8,23769.11392
4090,15.03,52.65,4.918,215.0,24753.41772
4091,15.07,51.82,4.92,172.5,25701.26582
4092,15.08,51.79,4.916,212.2,26248.10127
4093,15.31,51.25,4.915,275.0,26946.83544
4094,15.45,51.29,4.917,317.1,27596.96203
4095,15.5,51.72,4.916,342.0,28295.6962
4096,15.6,51.69,4.916,362.8,28994.43038
4097,15.7,52.09,4.913,396.9,29480.50633
4098,15.7,53.22,4.917,395.5,30094.17722
4099,16.06,50.72,4.916,446.1,29772.1519
4100,16.22,51.69,4.916,467.5,29875.44304
4101,16.33,49.62,4.915,439.4,30422.27848
4102,16.41,49.22,4.917,496.3,30920.50633
4103,16.57,49.02,4.915,514.2,31485.56962
4104,16.58,50.35,4.919,514.7,31649.62025
4105,16.75,49.32,4.918,523.3,31473.41772
4106,16.85,48.75,4.915,473.0,31649.62025
4107,16.87,49.02,4.916,453.4,31844.05063
4108,16.87,48.45,4.918,509.3,31916.96203
4109,17.03,48.08,4.922,545.3,31923.03797
4110,17.45,47.85,4.918,561.0,32190.37975
4111,17.71,46.68,4.916,562.1,32299.74684
4112,17.71,49.12,4.914,564.5,32384.81013
4113,17.77,48.81,4.914,613.2,32190.37975
4114,17.71,50.35,4.914,626.3,32105.31646
4115,17.64,50.08,4.922,496.9,31971.64557
4116,17.54,50.01,4.917,448.2,32105.31646
4117,17.37,49.31,4.921,552.1,32129.62025
4118,17.26,49.41,4.918,607.1,31564.55696
4119,17.29,49.71,4.916,582.3,31114.93671
4120,17.38,50.48,4.915,518.1,31212.1519
4121,17.54,50.41,4.917,582.8,30671.39241
4122,17.4,51.77,4.919,488.2,30823.29114
4123,17.32,51.87,4.919,539.6,30908.35443
4124,17.13,51.67,4.917,494.5,30628.86076
4125,17.09,51.9,4.919,462.8,30100.25316
4126,16.95,53.47,4.918,404.6,29936.20253
4127,16.82,55.14,4.917,394.9,29875.44304
4128,16.75,54.71,4.918,386.7,29358.98734
4129,16.8,54.87,4.921,368.9,29134.17722
4130,16.77,53.97,4.915,340.3,28945.82278
4131,16.78,54.31,4.916,239.8,28806.07595
4132,16.56,55.14,4.917,159.5,28775.6962
4133,16.6,53.64,4.919,103.3,28812.1519
4134,16.69,53.34,4.926,135.4,28976.20253
4135,16.71,53.24,4.92,115.8,29024.81013
4136,16.55,53.97,4.918,105.2,29468.35443
4137,16.45,54.21,4.917,62.23,30397.97468
4138,16.38,55.11,4.916,92.3,31564.55696
4139,16.31,55.51,4.916,98.6,34152.91139
4140,16.16,55.77,4.919,51.42,36978.22785
4141,16.04,56.21,4.917,29.18,38539.74684
4142,15.92,56.88,4.914,20.51,39220.25316
4143,15.68,58.41,4.919,11.88,39438.98734
4144,15.63,58.81,4.92,4.736,39360.0
4145,15.73,58.04,4.917,3.506,39323.5443
4146,15.66,58.24,4.916,0.534,39505.82278
4147,15.65,58.38,4.922,0.091,39572.65823
4148,15.72,57.34,4.922,0.07,39396.4557
4149,15.71,57.58,4.92,0.095,39372.1519
4150,15.89,55.94,4.918,0.04,39414.68354
4151,16.01,55.27,4.922,0.066,39584.81013
4152,16.15,55.11,4.915,0.077,39414.68354
4153,15.94,56.01,4.914,0.059,39724.55696
4154,16.03,55.81,4.924,0.04,40064.81013
4155,16.23,55.21,4.918,0.051,40453.67089
4156,16.31,53.4,4.924,0.062,40301.77215
4157,16.32,53.54,4.921,0.07,40137.72152
4158,16.3,54.11,4.916,0.066,40307.8481
4159,16.24,54.47,4.917,0.088,40678.48101
4160,16.75,54.07,4.925,0.081,40526.58228
4161,17.07,52.34,4.919,0.088,40247.08861
4162,16.75,52.57,4.917,0.066,40101.26582
4163,16.44,54.44,4.923,0.062,40174.17722
4164,16.15,55.67,4.914,0.059,39730.63291
4165,16.15,56.04,4.918,0.066,39183.79747
4166,16.34,56.31,4.92,0.055,38576.20253
4167,16.25,56.88,4.918,0.062,37737.72152
4168,15.97,57.81,4.922,0.102,37154.43038
4169,15.67,59.35,4.922,0.051,36565.06329
4170,15.88,58.24,4.915,0.055,35872.40506
4171,15.95,58.34,4.917,0.04,35149.36709
4172,15.85,59.18,4.916,0.07,34098.22785
4173,15.9,59.41,4.916,0.044,33205.06329
4174,16.08,59.25,4.92,0.07,32232.91139
4175,16.01,59.48,4.918,0.062,31181.77215
4176,16.02,60.45,4.913,0.091,30495.18987
4177,16.34,59.31,4.916,0.081,29760.0
4178,16.32,59.61,4.92,0.066,29000.50633
4179,16.39,59.25,4.918,0.037,28320.0
4180,16.54,58.61,4.922,0.055,27669.87342
4181,16.29,59.45,4.922,0.091,26977.21519
4182,16.34,59.45,4.915,0.073,26065.82278
4183,16.24,59.71,4.916,0.037,25391.39241
4184,16.32,59.85,4.918,0.044,25014.68354
4185,16.29,60.05,4.918,0.07,24583.29114
4186,16.39,60.11,4.919,0.062,24212.65823
4187,16.21,60.48,4.918,0.062,24000.0
4188,16.01,61.65,4.915,0.084,23605.06329
4189,15.84,62.32,4.916,0.059,23374.17722
4190,15.74,63.15,4.918,0.07,22967.08861
4191,15.56,64.45,4.916,0.07,22572.1519
4192,15.44,64.89,4.918,0.033,22590.37975
4193,15.41,65.19,4.919,0.048,22626.83544
4194,15.38,65.62,4.916,0.04,22365.56962
4195,15.69,64.29,4.916,0.073,22286.58228
4196,15.67,64.69,4.923,0.051,22171.13924
4197,15.9,64.12,4.918,0.051,22055.6962
4198,16.02,63.45,4.918,0.091,21994.93671
4199,16.15,63.12,4.918,0.062,21976.70886
4200,16.07,64.62,4.92,0.084,22019.24051
4201,15.96,64.89,4.917,0.062,21934.17722
4202,16.06,64.55,4.92,0.106,21843.03797
4203,16.28,64.99,4.917,0.051,21994.93671
4204,15.95,66.12,4.915,0.055,22031.39241
4205,16.5,64.92,4.916,0.04,22086.07595
4206,16.53,62.75,4.92,0.051,22244.05063
4207,16.69,62.82,4.92,0.055,22104.3038
4208,16.96,60.88,4.918,0.055,22152.91139
4209,16.93,60.98,4.916,0.066,22207.59494
4210,16.69,62.52,4.916,0.062,22505.31646
4211,16.54,63.18,4.916,0.084,23611.13924
4212,16.52,63.75,4.923,0.048,23969.62025
4213,16.36,65.22,4.916,0.07,24109.36709
4214,16.15,66.46,4.917,0.048,24060.75949
4215,16.06,67.09,4.92,0.059,23921.01266
4216,15.87,69.69,4.917,0.073,23477.46835
4217,15.77,69.76,4.914,0.055,22869.87342
4218,16.02,67.62,4.922,0.04,21776.20253
4219,15.92,67.86,4.917,0.055,20755.44304
4220,15.99,67.66,4.915,0.077,20889.11392
4221,15.94,67.59,4.914,0.07,21059.24051
4222,15.89,68.26,4.913,0.055,21083.5443
4223,15.74,69.23,4.915,0.084,21435.94937
4224,15.78,69.29,4.916,0.117,21636.4557
4225,15.78,70.6,4.916,0.479,23167.59494
4226,15.64,72.1,4.914,2.093,24006.07595
4227,15.69,71.5,4.915,6.906,25038.98734
4228,15.58,76.7,4.915,16.68,25701.26582
4229,15.37,77.3,4.912,27.27,26084.05063
4230,15.68,74.9,4.914,47.95,26527.59494
4231,15.76,72.8,4.913,61.82,27031.89873
4232,15.79,72.6,4.91,43.39,27384.3038
4233,15.8,72.9,4.912,47.05,27991.89873
4234,15.81,73.1,4.916,59.95,28866.83544
4235,15.98,72.2,4.918,84.0,29832.91139
4236,16.08,71.2,4.914,80.8,30416.20253
4237,16.17,70.1,4.913,118.0,31078.48101
4238,16.37,69.13,4.917,174.7,31637.46835
4239,16.55,67.76,4.915,221.0,32141.77215
4240,16.71,66.76,4.915,200.8,32876.96203
4241,16.79,65.79,4.919,153.4,33363.03797
4242,16.71,66.39,4.914,180.1,33666.83544
4243,16.66,66.12,4.914,171.9,34110.37975
4244,16.85,64.85,4.917,133.0,34420.25316
4245,16.8,64.59,4.914,105.3,34730.12658
4246,16.97,64.89,4.914,415.5,34511.39241
4247,17.1,64.99,4.914,343.0,34967.08861
4248,17.28,65.42,4.916,609.2,35052.1519
4249,17.46,63.95,4.915,419.2,35197.97468
4250,17.16,64.65,4.915,351.3,35289.11392
4251,17.45,65.02,4.918,594.4,35307.34177
4252,17.79,63.72,4.916,750.0,35392.40506
4253,17.84,63.82,4.916,658.0,34875.94937
4254,17.73,64.12,4.909,427.4,35118.98734
4255,17.59,64.69,4.915,177.0,35125.06329
4256,17.49,66.29,4.916,215.1,35149.36709
4257,17.8,65.35,4.92,222.8,35210.12658
4258,18.16,64.75,4.917,185.0,35131.13924
4259,18.25,63.15,4.916,262.2,34578.22785
4260,18.34,63.08,4.914,293.2,34547.8481
4261,18.31,62.45,4.914,234.4,34736.20253
4262,18.31,62.55,4.916,206.2,34845.56962
4263,18.28,62.65,4.915,149.0,34839.49367
4264,18.22,63.25,4.917,192.3,34493.16456
4265,18.24,63.42,4.918,148.6,34231.89873
4266,18.18,65.32,4.916,130.9,34231.89873
4267,18.16,65.35,4.915,120.7,34189.36709
4268,18.16,66.29,4.916,103.4,33903.79747
4269,17.51,75.5,4.915,91.9,33691.13924
4270,16.73,77.2,4.914,64.88,33636.4557
4271,16.63,77.3,4.918,60.9,33563.5443
4272,17.07,76.3,4.918,58.31,33399.49367
4273,17.32,71.0,4.917,56.65,33344.81013
4274,17.24,71.3,4.916,65.39,33192.91139
4275,17.2,74.6,4.914,70.6,33211.13924
4276,16.7,77.8,4.91,59.89,33034.93671
4277,16.68,76.7,4.912,66.57,33180.75949
4278,16.8,74.7,4.916,70.6,32992.40506
4279,16.75,75.8,4.915,63.08,33417.72152
4280,16.84,75.7,4.912,71.2,33794.43038
4281,16.89,73.6,4.913,57.1,34693.67089
4282,16.79,74.2,4.91,45.26,35714.43038
4283,16.98,74.0,4.913,37.35,38205.56962
4284,17.3,69.59,4.914,23.79,40684.55696
4285,17.18,69.76,4.915,11.38,42756.4557
4286,16.69,78.0,4.912,5.002,43485.56962
4287,16.31,78.3,4.915,2.686,43673.92405
4288,16.57,75.9,4.915,0.823,43704.3038
4289,16.56,75.8,4.912,0.977,43443.03797
4290,16.62,74.6,4.912,0.179,43236.4557
4291,16.63,74.2,4.915,0.048,43218.22785
4292,16.31,76.8,4.912,0.029,43388.35443
4293,16.49,74.8,4.913,0.026,43084.55696
4294,16.31,77.2,4.913,0.048,42938.73418
4295,16.07,78.6,4.914,0.037,42701.77215
4296,16.1,78.7,4.91,0.04,42574.17722
4297,16.34,76.1,4.913,0.022,42774.68354
4298,16.51,75.6,4.915,0.044,43297.21519
4299,16.53,74.8,4.913,0.026,43418.73418
4300,16.21,78.6,4.915,0.029,43230.37975
4301,15.93,79.6,4.911,0.037,43236.4557
4302,16.14,78.9,4.909,0.022,42853.67089
4303,16.6,76.5,4.913,0.055,42726.07595
4304,16.88,71.9,4.914,0.048,42197.46835
4305,16.9,71.8,4.912,0.037,41395.44304
4306,16.87,72.4,4.916,0.037,41036.96203
4307,16.94,71.5,4.917,0.044,40824.3038
4308,16.75,74.6,4.911,0.033,40210.63291
4309,16.44,77.2,4.913,0.026,39572.65823
4310,16.39,77.6,4.915,0.04,39202.02532
4311,16.86,73.8,4.912,0.026,38521.51899
4312,17.05,70.9,4.915,0.033,37913.92405
4313,17.09,70.8,4.914,0.033,37069.36709
4314,17.07,70.9,4.909,0.018,35957.46835
4315,17.18,70.3,4.915,0.044,34772.65823
4316,17.22,69.33,4.912,0.033,33897.72152
4317,17.21,69.69,4.912,0.055,32889.11392
4318,17.08,70.6,4.913,0.04,32263.29114
4319,17.12,70.5,4.916,0.048,31376.20253
4320,17.1,70.9,4.908,0.029,30270.37975
4321,17.09,72.1,4.91,0.04,29638.48101
4322,16.87,73.7,4.916,0.048,29109.87342
4323,16.97,73.1,4.914,0.029,28368.60759
4324,16.98,72.2,4.915,0.048,27360.0
4325,16.99,72.5,4.916,0.051,26254.17722
4326,16.96,72.9,4.911,0.048,26023.29114
4327,16.86,73.3,4.914,0.022,25859.24051
4328,16.96,73.2,4.915,0.037,25385.31646
4329,16.66,75.9,4.916,0.022,25069.36709
4330,16.61,76.0,4.914,0.04,24874.93671
4331,16.87,74.4,4.913,0.033,24218.73418
4332,16.93,72.4,4.909,0.033,24085.06329
4333,16.89,73.8,4.914,0.033,23811.64557
4334,16.69,74.3,4.916,0.033,23902.78481
4335,16.65,75.1,4.912,0.033,23659.74684
4336,16.83,72.2,4.911,0.029,23586.83544
4337,16.73,73.5,4.912,0.022,23355.94937
4338,16.7,73.8,4.913,0.062,22961.01266
4339,16.47,76.6,4.913,0.04,22711.89873
4340,16.37,76.9,4.916,0.066,22517.46835
4341,16.27,78.0,4.916,0.062,22371.64557
4342,16.15,78.9,4.916,0.055,22189.36709
4343,16.23,78.6,4.916,0.018,22201.51899
4344,16.26,78.4,4.914,0.077,22195.44304
4345,16.09,79.8,4.916,0.055,21982.78481
4346,16.14,79.4,4.914,0.033,22092.1519
4347,16.26,77.9,4.912,0.026,22237.97468
4348,15.97,78.5,4.914,0.059,22128.60759
4349,16.07,77.6,4.914,0.048,22183.29114
4350,16.25,76.8,4.911,0.018,22213.67089
4351,16.23,76.8,4.915,0.055,22225.82278
4352,16.19,76.9,4.913,0.073,22608.60759
4353,16.08,76.9,4.914,0.048,22778.73418
4354,16.22,76.3,4.912,0.037,22894.17722
4355,16.09,76.3,4.914,0.048,24255.18987
4356,15.93,77.6,4.916,0.04,24473.92405
4357,16.2,76.7,4.911,0.055,24893.16456
4358,16.25,72.9,4.911,0.033,25111.89873
4359,16.17,72.6,4.911,0.018,24996.4557
4360,16.26,72.6,4.912,0.037,24716.96203
4361,16.2,73.1,4.912,0.033,23890.63291
4362,16.13,73.7,4.917,0.051,23027.8481
4363,15.99,76.5,4.914,0.026,22432.40506
4364,15.46,80.2,4.917,0.077,22043.5443
4365,14.89,82.8,4.922,0.091,22067.8481
4366,14.53,82.6,4.923,0.081,22225.82278
4367,14.54,80.8,4.924,0.077,22620.75949
4368,14.78,79.8,4.922,0.242,23246.58228
4369,14.8,76.1,4.918,1.058,23993.92405
4370,14.74,73.1,4.916,4.713,24893.16456
4371,14.67,71.4,4.917,15.03,25221.26582
4372,14.73,71.6,4.911,39.94,25986.83544
4373,15.07,67.62,4.912,50.73,26521.51899
4374,15.39,60.78,4.917,120.1,27530.12658
4375,15.61,58.21,4.917,212.5,28429.36709
4376,15.87,57.68,4.92,235.1,28927.59494
4377,15.66,61.55,4.922,340.7,29273.92405
4378,15.43,64.15,4.917,371.0,29753.92405
4379,15.18,66.36,4.916,330.5,30124.55696
4380,14.99,69.46,4.914,214.0,30798.98734
4381,15.03,69.53,4.912,120.9,31473.41772
4382,15.19,70.1,4.908,126.4,32038.48101
4383,15.38,69.16,4.91,71.9,32324.05063
4384,15.47,68.49,4.914,89.3,32779.74684
4385,15.38,69.19,4.914,71.9,33399.49367
4386,15.41,67.99,4.913,128.5,33429.87342
4387,15.63,66.29,4.915,148.1,33624.3038
4388,15.91,66.09,4.916,167.7,33867.34177
4389,15.87,66.09,4.914,123.7,34705.82278
4390,15.95,66.86,4.914,80.0,35058.22785
4391,15.96,68.32,4.914,83.9,34857.72152
4392,15.85,72.4,4.91,92.1,34724.05063
4393,15.6,73.4,4.91,181.0,35137.21519
4394,15.82,72.0,4.911,119.2,34869.87342
4395,16.0,71.9,4.909,174.5,35070.37975
4396,16.05,72.1,4.909,118.1,35112.91139
4397,16.09,72.8,4.914,141.4,34863.79747
4398,16.13,72.6,4.91,103.2,34675.44304
4399,16.04,74.8,4.914,110.2,35179.74684
4400,15.62,81.0,4.919,94.4,35155.44304
4401,15.2,82.0,4.921,78.7,35003.5443
4402,15.48,81.1,4.924,97.7,34815.18987
4403,15.81,77.5,4.921,82.8,34638.98734
4404,15.54,80.3,4.918,74.6,34353.41772
4405,14.63,82.3,4.928,122.6,34231.89873
4406,14.77,81.8,4.924,104.5,34080.0
4407,15.05,77.3,4.923,133.1,33830.88608
4408,15.46,74.6,4.92,116.0,33636.4557
4409,15.59,71.5,4.921,131.8,33612.1519
4410,15.31,70.7,4.919,136.6,34213.67089
4411,15.62,68.72,4.919,130.8,33952.40506
4412,15.75,68.36,4.916,115.5,33168.60759
4413,15.81,68.36,4.916,116.8,32743.29114
4414,15.87,67.59,4.917,97.7,32652.1519
4415,15.98,65.35,4.916,87.6,32731.13924
4416,15.78,60.11,4.922,69.0,32652.1519
4417,15.62,60.85,4.919,57.98,32688.60759
4418,15.56,62.85,4.919,58.01,32579.24051
4419,15.54,63.42,4.92,117.5,32390.88608
4420,15.73,65.15,4.918,209.7,32311.89873
4421,15.73,65.09,4.917,141.2,32354.43038
4422,15.55,63.08,4.921,143.8,32433.41772
4423,15.5,62.22,4.916,90.1,32931.64557
4424,15.35,61.18,4.916,52.21,33672.91139
4425,15.42,57.38,4.919,80.7,34973.16456
4426,15.6,57.44,4.916,137.2,36279.49367
4427,15.47,58.51,4.919,81.9,38485.06329
4428,15.19,59.85,4.92,38.57,41097.72152
4429,15.11,60.78,4.915,22.81,42610.63291
4430,15.14,60.68,4.919,11.91,43291.13924
4431,15.09,61.05,4.916,5.036,43357.97468
4432,15.08,61.35,4.92,2.719,43534.17722
4433,15.04,61.68,4.919,1.383,43254.68354
4434,14.89,61.92,4.917,0.373,43285.06329
4435,14.83,61.42,4.923,0.055,42993.41772
4436,14.74,61.18,4.918,0.059,42963.03797
4437,14.66,60.31,4.918,0.059,42786.83544
4438,14.65,58.98,4.921,0.044,42458.73418
4439,14.62,58.21,4.923,0.055,42574.17722
4440,14.63,58.31,4.917,0.073,42349.36709
4441,14.64,57.74,4.921,0.088,43175.6962
4442,14.67,59.55,4.923,0.044,43430.88608
4443,14.66,60.45,4.92,0.037,43297.21519
4444,14.69,61.55,4.924,0.07,43133.16456
4445,14.62,63.12,4.919,0.044,42756.4557
4446,13.8,66.52,4.918,0.077,42373.67089
4447,12.71,69.46,4.922,0.033,41966.58228
4448,12.46,69.96,4.923,0.059,41820.75949
4449,12.55,69.59,4.923,0.037,41401.51899
4450,12.44,70.3,4.926,0.081,41030.88608
4451,12.2,71.9,4.921,0.062,40769.62025
4452,11.83,74.4,4.917,0.073,39864.3038
4453,11.69,75.2,4.919,0.04,38880.0
4454,11.72,74.8,4.923,0.081,38278.48101
4455,11.77,74.2,4.92,0.07,37883.5443
4456,11.94,71.7,4.923,0.073,37190.88608
4457,12.03,71.4,4.92,0.066,36218.73418
4458,12.05,70.5,4.916,0.062,35228.35443
4459,11.98,71.0,4.921,0.055,34426.32911
4460,11.67,72.3,4.923,0.073,33685.06329
4461,11.56,72.4,4.917,0.073,32688.60759
4462,11.46,71.8,4.922,0.07,31837.97468
4463,11.47,69.63,4.921,0.048,31084.55696
4464,11.57,66.26,4.915,0.059,29892.20339
4465,11.48,66.76,4.922,0.055,29086.77966
4466,11.43,67.62,4.923,0.029,28244.74576
4467,11.42,67.89,4.923,0.029,27793.22034
4468,11.3,68.02,4.921,0.062,27286.77966
4469,11.38,68.12,4.92,0.07,26731.52542
4470,11.4,67.89,4.917,0.077,26469.15254
4471,11.61,66.72,4.915,0.04,25877.28814
4472,11.68,63.38,4.923,0.048,25419.66102
4473,11.52,63.99,4.92,0.055,25059.66102
4474,11.46,63.89,4.92,0.07,24620.33898
4475,11.37,63.22,4.922,0.062,24284.74576
4476,11.32,63.15,4.916,0.048,24016.27119
4477,11.23,62.45,4.917,0.059,23528.13559
4478,11.09,62.48,4.924,0.07,23296.27119
4479,11.13,61.52,4.922,0.088,23113.22034
4480,11.17,61.62,4.922,0.095,23107.11864
4481,10.77,63.72,4.922,0.062,23046.10169
4482,10.86,63.22,4.917,0.07,22704.40678
4483,11.01,61.21,4.92,0.062,22631.18644
4484,10.94,61.32,4.922,0.073,22332.20339
4485,10.8,61.82,4.92,0.088,22222.37288
4486,10.69,62.08,4.92,0.062,22143.05085
4487,10.59,62.18,4.923,0.037,22124.74576
4488,10.61,62.05,4.92,0.029,22179.66102
4489,10.56,62.62,4.923,0.04,22149.15254
4490,10.56,62.68,4.922,0.066,22179.66102
4491,10.67,60.45,4.923,0.059,22246.77966
4492,10.64,59.35,4.921,0.066,22185.76271
4493,10.64,61.25,4.921,0.077,22338.30508
4494,10.53,61.88,4.922,0.062,22454.23729
4495,10.56,61.95,4.925,0.033,22387.11864
4496,10.58,61.32,4.921,0.044,22356.61017
4497,10.56,61.01,4.921,0.07,22643.38983
4498,10.44,61.18,4.923,0.059,23040.0
4499,10.37,60.85,4.918,0.055,24181.01695
4500,10.19,61.62,4.921,0.048,24534.91525
4501,10.11,62.22,4.924,0.095,24663.05085
4502,10.26,61.45,4.921,0.066,24541.01695
4503,10.2,60.42,4.924,0.062,24235.9322
4504,10.15,60.58,4.922,0.102,23772.20339
4505,10.19,60.22,4.923,0.084,23131.52542
4506,10.16,60.38,4.922,0.073,22228.47458
4507,10.14,60.42,4.924,0.081,20855.59322
4508,10.09,60.62,4.918,0.055,20513.89831
4509,10.02,61.12,4.92,0.088,20648.13559
4510,9.81,63.06,4.92,0.062,20867.79661
4511,9.63,63.4,4.915,0.099,21203.38983
4512,9.77,62.73,4.92,0.721,21978.30508
4513,9.8,62.42,4.919,2.734,22808.13559
4514,9.89,62.36,4.917,8.27,23442.71186
