,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,PowerConsumption
32819,22.91,62.34,0.07,0.113,47237.11432
32820,22.79,62.78,0.07,0.091,48349.47836
32821,22.68,63.21,0.069,0.091,47697.40289
32822,22.52,63.75,0.07,0.106,46732.07547
32823,22.4,64.05,0.072,0.11,45996.89234
32824,22.29,64.45,0.067,0.08,45306.45949
32825,22.17,65.12,0.073,0.095,44590.45505
32826,21.97,65.79,0.067,0.113,43810.52164
32827,21.88,66.29,0.068,0.113,43139.26748
32828,21.75,67.19,0.072,0.055,42237.86903
32829,21.61,67.99,0.071,0.066,41016.82575
32830,21.52,68.49,0.069,0.077,39987.56937
32831,21.49,69.02,0.075,0.091,39297.13651
32832,21.46,69.59,0.072,0.069,38076.09323
32833,21.44,69.92,0.069,0.132,37174.69478
32834,21.37,70.9,0.072,0.11,36401.15427
32835,21.19,72.1,0.068,0.095,35621.22087
32836,21.1,74.3,0.068,0.069,34726.21532
32837,21.01,74.8,0.072,0.066,34400.17758
32838,21.01,74.5,0.073,0.08,33722.53052
32839,21.05,74.6,0.071,0.073,33268.63485
32840,21.02,75.3,0.072,0.08,32738.02442
32841,20.93,75.7,0.066,0.091,32360.84351
32842,20.91,75.7,0.068,0.091,31945.30522
32843,20.91,75.8,0.066,0.084,31536.15982
32844,20.88,75.9,0.066,0.102,30941.62042
32845,20.87,76.0,0.067,0.091,30340.68812
32846,20.78,76.3,0.066,0.077,30155.29412
32847,20.85,76.3,0.065,0.069,30219.22309
32848,20.79,75.9,0.066,0.077,29822.86349
32849,20.7,76.3,0.069,0.069,26025.4828
32850,20.69,75.7,0.069,0.088,27904.99445
32851,20.62,75.8,0.069,0.088,28787.21421
32852,20.47,75.9,0.066,0.088,28959.82242
32853,20.41,75.8,0.068,0.055,29202.7525
32854,20.49,75.4,0.071,0.095,29439.28968
32855,20.53,75.0,0.072,0.051,29439.28968
32856,20.54,75.0,0.072,0.066,29937.93563
32857,20.53,74.6,0.074,0.073,30008.25749
32858,20.61,74.4,0.072,0.062,29611.89789
32859,20.62,74.4,0.072,0.08,29541.57603
32860,20.57,74.9,0.074,0.095,29503.21865
32861,20.53,75.4,0.072,0.073,29062.10877
32862,20.53,75.4,0.069,0.091,28199.0677
32863,20.55,75.3,0.073,0.084,26958.84573
32864,20.57,75.2,0.07,0.091,25820.9101
32865,20.6,75.4,0.068,0.073,25290.29967
32866,20.46,76.1,0.07,0.077,25149.65594
32867,20.4,76.3,0.073,0.08,25405.37181
32868,20.46,76.2,0.069,0.084,25315.87125
32869,20.56,75.9,0.07,0.135,25565.19423
32870,20.39,76.0,0.069,0.424,26281.19867
32871,20.27,76.5,0.069,2.032,26658.37958
32872,20.48,76.1,0.073,6.937,26703.12986
32873,20.5,75.6,0.068,21.61,27246.52608
32874,20.48,75.7,0.071,43.29,27924.17314
32875,20.54,75.7,0.066,67.94,28288.56826
32876,20.65,75.3,0.068,93.7,28633.78468
32877,20.72,75.0,0.076,122.2,28793.6071
32878,20.85,75.0,0.072,151.7,28755.24972
32879,21.06,73.9,0.067,182.5,29695.00555
32880,21.38,73.4,0.072,216.5,30411.00999
32881,21.76,72.1,0.072,250.2,31197.33629
32882,22.17,69.79,0.068,283.2,31644.83907
32883,22.45,68.46,0.074,318.1,32328.87902
32884,22.74,67.32,0.071,350.1,33377.3141
32885,23.08,65.89,0.073,381.2,33703.35183
32886,23.43,64.69,0.072,413.1,34566.3929
32887,23.72,63.12,0.075,444.6,35116.18202
32888,24.06,61.99,0.071,473.7,35570.07769
32889,24.4,60.65,0.072,504.9,36279.68923
32890,24.72,59.55,0.073,535.0,36784.72808
32891,24.94,58.59,0.071,561.1,37424.01776
32892,25.08,57.49,0.072,585.2,37455.98224
32893,25.51,56.05,0.07,609.0,38581.13208
32894,25.86,54.35,0.074,632.4,39578.42397
32895,26.21,52.45,0.073,654.2,39814.96115
32896,26.92,50.82,0.069,675.8,40025.92675
32897,27.34,49.58,0.07,699.7,40575.71587
32898,27.61,48.95,0.066,720.0,40793.07436
32899,28.06,46.65,0.069,736.0,41394.00666
32900,28.32,45.38,0.07,753.0,41662.50832
32901,28.33,45.12,0.068,770.0,41924.61709
32902,28.68,44.51,0.07,785.0,42359.33407
32903,29.05,43.31,0.067,798.0,42826.01554
32904,29.18,42.38,0.072,806.0,42544.72808
32905,29.39,41.71,0.073,817.0,42608.65705
32906,29.46,39.45,0.073,823.0,42685.37181
32907,29.64,38.41,0.072,833.0,42973.05216
32908,30.18,37.75,0.073,836.0,42653.40733
32909,29.98,37.45,0.075,838.0,42742.90788
32910,30.16,37.48,0.072,841.0,42998.62375
32911,30.55,35.41,0.071,843.0,42992.23085
32912,30.76,34.48,0.074,841.0,43158.44617
32913,30.97,33.98,0.072,837.0,42979.44506
32914,31.21,33.48,0.073,831.0,42698.1576
32915,31.39,33.68,0.077,827.0,42730.12209
32916,31.87,32.38,0.075,822.0,42634.22863
32917,31.65,33.01,0.07,812.0,42468.01332
32918,31.54,33.78,0.072,800.0,42263.44062
32919,31.54,33.58,0.074,787.0,42116.404
32920,31.29,36.01,0.07,778.0,41777.58047
32921,30.67,38.28,0.071,762.0,41656.11543
32922,30.14,39.45,0.071,745.0,41585.79356
32923,29.41,41.35,0.069,729.0,41515.4717
32924,29.46,42.25,0.07,713.0,41125.50499
32925,29.13,42.58,0.071,692.4,41074.36182
32926,29.23,42.45,0.071,675.3,40997.64706
32927,28.96,43.21,0.073,654.3,40729.14539
32928,28.94,43.11,0.07,631.8,40307.21421
32929,29.21,43.08,0.072,608.7,40057.89123
32930,29.34,43.05,0.074,584.2,39725.4606
32931,29.32,42.95,0.073,561.2,39814.96115
32932,29.13,43.58,0.069,529.5,39642.35294
32933,29.07,43.91,0.071,505.0,39207.63596
32934,29.11,44.18,0.069,472.3,39022.24195
32935,29.07,44.58,0.07,448.6,38881.59822
32936,29.07,45.38,0.07,417.5,38958.31299
32937,29.08,45.25,0.071,304.9,38689.81132
32938,28.78,45.52,0.072,325.5,38900.77691
32939,28.66,46.05,0.072,319.3,38875.20533
32940,28.79,46.08,0.069,283.8,38868.81243
32941,28.6,47.51,0.072,249.8,38977.49168
32942,28.29,48.18,0.068,219.1,39559.24528
32943,27.82,49.38,0.066,189.1,39891.67592
32944,27.75,49.54,0.071,161.2,40492.60821
32945,27.48,50.51,0.067,132.9,41291.72031
32946,27.11,52.18,0.071,107.8,43203.19645
32947,26.8,52.58,0.066,83.8,46834.36182
32948,26.53,53.68,0.071,63.38,49730.34406
32949,26.22,55.28,0.071,43.96,51092.03108
32950,25.9,56.28,0.072,28.43,51820.82131
32951,25.69,56.68,0.072,13.24,51737.71365
32952,25.56,57.28,0.071,5.475,51507.56937
32953,25.41,57.71,0.07,1.879,51571.49834
32954,25.3,57.98,0.066,0.391,51239.0677
32955,25.17,58.25,0.071,0.117,51111.20977
32956,25.06,58.75,0.074,0.091,50893.85128
32957,24.94,59.12,0.072,0.084,50791.56493
32958,24.55,60.55,0.072,0.069,50126.70366
32959,24.52,60.55,0.072,0.073,49755.91565
32960,24.51,60.62,0.071,0.08,49500.19978
32961,24.38,60.72,0.073,0.11,49225.30522
32962,24.18,61.48,0.071,0.091,49046.30411
32963,24.0,61.95,0.07,0.077,48554.05105
32964,23.78,62.65,0.07,0.091,48004.26193
32965,23.75,62.65,0.068,0.102,47460.8657
32966,23.62,62.95,0.069,0.102,46489.14539
32967,23.6,62.91,0.067,0.084,45817.89123
32968,23.56,62.65,0.069,0.088,44769.45616
32969,23.45,63.11,0.069,0.117,43963.95117
32970,23.21,64.05,0.074,0.08,42921.90899
32971,23.05,64.75,0.07,0.099,42257.04772
32972,23.05,64.81,0.069,0.088,41604.97225
32973,23.1,64.48,0.068,0.08,40575.71587
32974,22.99,65.08,0.072,0.102,39872.49723
32975,22.99,65.11,0.071,0.066,38971.09878
32976,22.94,65.61,0.069,0.077,38216.73696
32977,22.67,66.41,0.068,0.091,37519.91121
32978,22.57,66.98,0.07,0.077,36708.01332
32979,22.51,67.18,0.071,0.091,35768.25749
32980,22.5,67.38,0.071,0.08,35192.89678
32981,22.48,67.48,0.073,0.084,34643.10766
32982,22.49,67.48,0.074,0.073,34080.53274
32983,22.45,67.75,0.069,0.077,33441.24306
32984,22.41,67.88,0.067,0.095,33217.49168
32985,22.32,68.42,0.068,0.073,32552.63041
32986,22.28,68.62,0.073,0.08,32124.30633
32987,22.17,69.42,0.069,0.048,31958.09101
32988,21.99,70.3,0.071,0.084,31357.15871
32989,21.94,70.5,0.073,0.102,30986.3707
32990,21.96,70.6,0.071,0.099,30941.62042
32991,21.93,70.6,0.072,0.088,30641.15427
32992,21.85,71.2,0.072,0.073,30308.72364
32993,21.75,71.8,0.069,0.08,30168.07991
32994,21.67,72.3,0.068,0.069,29969.90011
32995,21.58,72.7,0.074,0.08,29848.43507
32996,21.56,72.7,0.074,0.091,29605.50499
32997,21.47,73.1,0.068,0.077,29624.68368
32998,21.38,73.5,0.067,0.062,29631.07658
32999,21.29,73.9,0.065,0.084,29650.25527
33000,21.23,74.1,0.067,0.084,30046.61487
33001,21.15,74.5,0.069,0.091,30487.72475
33002,21.1,74.6,0.074,0.102,30174.47281
33003,21.12,74.5,0.07,0.102,29854.82797
33004,21.02,75.0,0.074,0.077,29605.50499
33005,21.0,75.1,0.07,0.091,29356.18202
33006,21.01,74.9,0.072,0.088,28787.21421
33007,20.99,75.0,0.072,0.077,27598.13541
33008,20.92,75.4,0.069,0.066,26575.27192
33009,20.84,75.7,0.071,0.08,25833.69589
33010,20.84,75.8,0.068,0.091,25328.65705
33011,20.8,75.9,0.067,0.077,25283.90677
33012,20.72,76.3,0.069,0.099,25290.29967
33013,20.61,76.9,0.075,0.11,25277.51387
33014,20.61,76.9,0.071,0.278,25239.15649
33015,20.64,76.8,0.071,1.44,25526.83685
33016,20.72,76.6,0.073,5.088,26070.23307
33017,20.79,76.3,0.071,12.09,26204.48391
33018,20.9,76.2,0.068,21.37,26990.81021
33019,20.96,75.6,0.068,40.78,27336.02664
33020,20.89,75.6,0.066,73.9,27227.34739
33021,20.87,75.7,0.07,101.6,27553.38513
33022,20.85,75.7,0.071,130.4,28020.06659
33023,20.86,75.8,0.068,159.9,28614.60599
33024,20.96,75.8,0.072,190.1,29554.36182
33025,21.1,75.4,0.07,222.3,30813.76249
33026,21.31,75.1,0.074,255.4,31555.33851
33027,21.42,74.2,0.068,278.7,32156.27081
33028,21.6,73.8,0.072,206.3,32782.77469
33029,21.66,72.9,0.075,165.3,33275.02775
33030,21.83,72.7,0.074,211.7,34195.60488
33031,21.93,72.0,0.07,257.0,35007.50277
33032,22.41,71.9,0.071,378.5,35634.00666
33033,22.97,70.6,0.067,471.4,36439.51165
33034,23.95,69.52,0.071,507.9,36835.87125
33035,24.68,67.12,0.069,532.1,37641.37625
33036,24.79,66.69,0.068,553.8,38267.88013
33037,24.95,67.09,0.066,575.8,38485.23862
33038,25.31,67.56,0.065,606.1,38939.1343
33039,25.36,68.46,0.064,628.0,39444.17314
33040,25.49,68.29,0.067,588.6,39821.35405
33041,25.63,68.49,0.067,686.6,40115.4273
33042,25.5,69.79,0.063,678.8,40530.96559
33043,25.61,69.39,0.065,710.0,40850.61043
33044,25.51,69.92,0.065,729.0,41234.18424
33045,25.51,70.5,0.066,744.0,41477.11432
33046,25.62,70.4,0.064,757.0,41438.75694
33047,25.65,70.4,0.064,770.0,41394.00666
33048,25.83,69.49,0.067,782.0,40997.64706
33049,25.74,69.29,0.065,791.0,40773.89567
33050,26.13,68.79,0.066,799.0,40121.8202
33051,26.13,67.46,0.065,806.0,39878.89012
33052,26.07,68.12,0.066,809.0,39795.78246
33053,26.07,68.09,0.066,813.0,39827.74695
33054,26.22,67.96,0.068,818.0,39846.92564
33055,26.29,66.66,0.066,820.0,40505.39401
33056,25.96,67.89,0.067,820.0,40422.28635
33057,25.96,67.99,0.065,820.0,40741.93119
33058,26.08,67.99,0.064,817.0,40614.07325
33059,26.34,67.19,0.066,811.0,40652.43063
33060,26.23,67.69,0.066,807.0,40562.93008
33061,26.54,67.49,0.065,799.0,40409.50055
33062,26.6,66.36,0.068,792.0,40422.28635
33063,26.87,65.62,0.063,781.0,40249.67814
33064,26.87,64.69,0.064,769.0,40147.39179
33065,26.96,64.15,0.062,755.0,40281.64262
33066,27.03,63.85,0.065,740.0,39834.13984
33067,26.8,64.22,0.062,725.0,40236.89234
33068,27.09,62.72,0.064,707.0,39936.42619
33069,27.1,63.19,0.064,688.8,39520.8879
33070,27.01,64.15,0.062,669.6,39373.85128
33071,27.02,63.45,0.061,649.1,39098.95671
33072,27.26,61.29,0.064,626.0,39252.38624
33073,27.46,58.55,0.061,604.8,39041.42064
33074,27.77,54.75,0.064,581.6,38561.95339
33075,28.12,52.18,0.064,557.8,38613.09656
33076,28.1,52.65,0.063,531.3,38395.73807
33077,28.02,51.72,0.065,504.2,38146.41509
33078,28.18,51.15,0.065,475.4,37903.48502
33079,28.25,52.62,0.063,446.7,37884.30633
33080,27.99,53.72,0.065,417.9,37615.80466
33081,27.57,54.98,0.067,317.8,37615.80466
33082,27.46,55.45,0.063,307.1,37762.84129
33083,27.44,55.72,0.059,323.0,37999.37847
33084,27.51,55.32,0.064,290.5,37845.94895
33085,27.56,54.95,0.064,259.7,37986.59267
33086,27.36,56.72,0.066,229.5,38248.70144
33087,27.21,57.49,0.057,197.7,38606.70366
33088,27.12,57.69,0.057,168.0,39271.56493
33089,27.0,58.05,0.06,141.2,40121.8202
33090,26.91,58.32,0.065,115.9,41867.08102
33091,26.76,58.88,0.067,90.2,45485.4606
33092,26.67,59.12,0.065,68.93,48483.72919
33093,26.46,60.62,0.069,47.12,49570.52164
33094,26.24,61.35,0.065,28.24,50158.66815
33095,26.13,61.65,0.065,11.35,50395.20533
33096,26.08,62.28,0.068,4.726,50126.70366
33097,25.95,64.65,0.069,1.634,50152.27525
33098,25.58,67.11,0.066,0.351,50216.20422
33099,25.31,67.52,0.063,0.102,49851.8091
33100,25.29,66.75,0.069,0.077,49685.59378
33101,25.3,67.91,0.067,0.08,49391.52053
33102,25.1,69.95,0.067,0.099,49027.12542
33103,24.91,72.7,0.066,0.095,49027.12542
33104,24.73,75.2,0.066,0.095,48899.26748
33105,24.52,77.4,0.064,0.106,48522.08657
33106,24.41,78.4,0.065,0.088,47953.11876
33107,24.26,78.6,0.066,0.088,47352.18646
33108,24.2,78.6,0.068,0.084,47051.72031
33109,24.18,78.8,0.066,0.066,46501.93119
33110,24.17,78.8,0.065,0.091,45900.99889
33111,24.08,78.6,0.065,0.088,45287.2808
33112,24.02,78.2,0.061,0.077,44814.20644
33113,24.02,77.4,0.065,0.088,43868.05771
33114,24.03,76.4,0.062,0.044,43036.98113
33115,23.97,75.7,0.063,0.066,42269.83352
33116,23.98,74.6,0.064,0.08,41067.96892
33117,24.01,74.1,0.063,0.084,40198.53496
33118,23.97,73.7,0.061,0.106,39271.56493
33119,23.95,73.0,0.064,0.073,38728.1687
33120,24.01,72.4,0.062,0.088,38140.0222
33121,24.0,72.1,0.061,0.088,37564.66149
33122,23.97,72.2,0.064,0.088,36765.54939
33123,23.95,72.4,0.064,0.091,36049.54495
33124,24.04,74.4,0.064,0.062,35442.21976
33125,23.96,76.5,0.064,0.073,34707.03663
33126,23.84,78.4,0.063,0.095,34560.0
33127,23.78,79.5,0.062,0.08,33703.35183
33128,23.62,80.3,0.065,0.08,32814.73918
33129,23.48,80.5,0.064,0.106,32111.52053
33130,23.29,80.1,0.064,0.102,31766.30411
33131,23.37,79.0,0.066,0.095,31619.26748
33132,23.4,77.9,0.063,0.069,30948.01332
33133,23.5,77.0,0.065,0.08,30852.11987
33134,23.45,76.2,0.064,0.099,30737.04772
33135,23.43,74.2,0.064,0.058,30532.47503
33136,23.77,71.8,0.063,0.066,30263.97336
33137,23.61,72.2,0.063,0.077,30276.75916
33138,23.57,72.0,0.06,0.084,30219.22309
33139,23.6,71.6,0.064,0.095,30021.04329
33140,23.6,71.8,0.063,0.077,30283.15205
33141,23.61,71.9,0.063,0.088,30327.90233
33142,23.63,72.0,0.063,0.11,30110.54384
33143,23.71,72.9,0.064,0.095,30053.00777
33144,23.62,74.0,0.064,0.069,30468.54606
33145,23.51,75.0,0.065,0.08,30864.90566
33146,23.44,76.5,0.065,0.062,30647.54717
33147,23.37,77.6,0.064,0.077,30404.61709
33148,23.29,78.4,0.065,0.062,30021.04329
33149,23.2,79.1,0.065,0.084,29656.64817
33150,23.13,79.4,0.062,0.088,28748.85683
33151,23.14,80.1,0.064,0.121,27406.3485
33152,23.16,80.3,0.064,0.069,26102.19756
33153,23.14,80.5,0.067,0.088,25373.40733
33154,23.09,80.9,0.064,0.099,24714.93896
33155,23.06,81.3,0.06,0.066,24695.76027
33156,22.98,81.5,0.063,0.08,24842.79689
33157,22.99,81.7,0.064,0.102,24970.65483
33158,22.96,81.9,0.065,0.194,25194.40622
33159,22.99,82.4,0.065,1.056,25450.12209
33160,23.03,82.8,0.065,3.407,25782.55272
33161,23.14,82.9,4.58,6.875,25814.5172
33162,23.31,82.7,4.92,12.23,26185.30522
33163,23.36,82.4,4.918,22.61,27035.56049
33164,23.32,82.4,4.921,37.85,27099.48946
33165,23.33,82.2,4.918,50.07,27770.74362
33166,23.43,81.7,4.915,40.93,28314.13984
33167,23.52,81.2,4.919,46.48,28723.28524
33168,23.68,80.7,4.916,56.67,29081.28746
33169,23.72,80.6,4.919,76.8,30302.33074
33170,23.79,80.5,4.917,89.1,31107.83574
33171,24.06,79.2,4.92,91.2,31740.73252
33172,24.18,79.5,4.926,92.6,32603.77358
33173,24.25,79.6,4.923,96.5,32974.5616
33174,24.38,79.4,4.925,104.8,33466.81465
33175,24.46,79.3,4.919,140.4,34323.46282
33176,24.63,79.2,4.922,170.5,35045.86016
33177,24.79,79.0,4.922,227.9,35506.14872
33178,24.98,78.7,4.923,394.8,36445.90455
33179,25.31,78.7,4.922,447.5,36586.54828
33180,25.61,78.2,4.922,544.2,37161.90899
33181,25.57,78.2,4.923,397.0,37641.37625
33182,25.77,78.0,4.923,487.8,38140.0222
33183,26.07,76.8,4.919,631.9,38549.16759
33184,26.08,76.4,4.921,613.9,39201.24306
33185,26.36,76.3,4.92,671.6,39616.78135
33186,26.68,73.7,4.924,692.3,39840.53274
33187,26.87,71.7,4.925,713.0,39930.0333
33188,26.96,71.5,4.924,734.0,40383.92897
33189,27.2,70.6,4.924,746.0,40761.10988
33190,27.29,68.92,4.924,761.0,40511.7869
33191,27.29,68.06,4.925,770.0,40729.14539
33192,27.45,67.46,4.927,782.0,40786.68147
33193,27.46,67.06,4.929,794.0,41106.3263
33194,27.64,67.06,4.92,803.0,41144.68368
33195,27.64,66.96,4.926,808.0,41381.22087
33196,27.8,65.82,4.92,815.0,41176.64817
33197,27.82,66.92,4.925,816.0,40991.25416
33198,27.68,67.23,4.919,823.0,40652.43063
33199,27.69,67.29,4.922,826.0,40895.36071
33200,27.79,66.59,4.927,824.0,40888.96781
33201,27.55,66.29,4.924,823.0,40914.5394
33202,27.6,68.69,4.921,821.0,40767.50277
33203,27.76,68.32,4.921,823.0,40709.9667
33204,27.64,67.86,4.921,818.0,40530.96559
33205,27.59,68.26,4.92,813.0,40511.7869
33206,27.61,67.46,4.923,823.0,40633.25194
33207,27.81,67.56,4.92,803.0,40460.64373
33208,27.78,68.79,4.917,797.0,40275.24972
33209,27.79,70.4,4.923,761.0,39731.8535
33210,27.77,71.5,4.921,765.0,39623.17425
33211,27.56,72.9,4.921,745.0,39827.74695
33212,27.64,73.4,4.918,741.0,39674.31743
33213,27.81,72.3,4.927,723.0,39297.13651
33214,27.75,71.8,4.923,700.0,39527.2808
33215,27.71,72.3,4.921,649.9,39514.49501
33216,27.39,73.4,4.924,407.0,39277.95782
33217,27.03,74.3,4.917,497.0,38856.02664
33218,27.24,74.3,4.922,544.7,38472.45283
33219,27.4,73.6,4.92,544.7,38600.31077
33220,27.31,73.6,4.92,495.6,38478.84573
33221,27.32,73.9,4.917,465.8,38344.59489
33222,27.16,74.3,4.921,455.4,38140.0222
33223,27.11,75.3,4.921,430.6,37826.77026
33224,27.15,75.6,4.919,402.2,37634.98335
33225,26.74,77.7,4.922,343.0,37858.73474
33226,26.59,78.6,4.919,277.7,37852.34184
33227,26.42,79.4,4.918,251.6,37922.66371
33228,26.41,79.5,4.924,281.7,37980.19978
33229,26.38,79.8,4.92,224.8,38325.4162
33230,26.23,80.7,4.918,169.6,38018.55716
33231,26.09,81.4,4.921,113.5,38338.202
33232,25.97,82.1,4.922,86.4,39207.63596
33233,25.87,82.5,4.923,108.7,40025.92675
33234,25.77,83.2,4.92,124.5,42020.51054
33235,25.71,83.6,4.921,86.1,45785.92675
33236,25.59,84.3,4.924,49.86,48605.19423
33237,25.48,85.1,4.922,35.62,49423.48502
33238,25.43,85.5,4.923,19.69,50062.77469
33239,25.36,85.7,4.918,9.69,50356.84795
33240,25.31,85.9,4.92,4.489,50024.41731
33241,25.32,85.9,4.922,2.146,49532.16426
33242,25.36,85.9,4.923,0.216,45747.56937
33243,25.37,85.8,4.923,0.084,47895.58269
33244,25.36,85.8,4.929,0.095,49512.98557
33245,25.34,85.9,4.924,0.077,49314.80577
33246,25.33,86.3,4.919,0.051,48617.98002
33247,25.29,86.8,4.92,0.088,48336.69256
33248,25.2,87.3,4.923,0.08,47985.08324
33249,25.12,87.8,4.922,0.084,47895.58269
33250,25.08,88.1,4.922,0.077,47825.26082
33251,25.06,88.3,4.922,0.11,47467.2586
33252,25.03,88.4,4.92,0.077,46412.43063
33253,24.99,88.5,4.917,0.073,45900.99889
33254,24.94,88.5,4.92,0.091,45184.99445
33255,24.85,88.8,4.923,0.084,44577.66926
33256,24.81,88.9,4.923,0.066,43772.16426
33257,24.82,88.9,4.923,0.095,43337.44728
33258,24.8,88.9,4.916,0.095,42506.3707
33259,24.8,88.9,4.917,0.066,41438.75694
33260,24.79,88.9,4.92,0.088,40671.60932
33261,24.79,88.9,4.922,0.073,39712.67481
33262,24.85,88.8,4.925,0.044,38606.70366
33263,24.88,88.7,4.923,0.102,38037.73585
33264,24.87,88.6,4.917,0.08,37558.26859
33265,24.9,88.5,4.918,0.073,36644.08435
33266,24.92,88.4,4.918,0.066,35634.00666
33267,24.93,88.4,4.921,0.084,35033.07436
33268,24.88,88.6,4.916,0.077,34713.42952
33269,24.81,88.8,4.921,0.091,33939.88901
33270,24.81,88.9,4.916,0.091,32974.5616
33271,24.79,89.0,4.92,0.08,32686.88124
33272,24.77,89.3,4.916,0.062,32271.34295
33273,24.74,89.4,4.92,0.084,31887.76915
33274,24.77,89.6,4.917,0.084,31414.69478
33275,24.76,89.7,4.923,0.084,30749.83352
33276,24.72,89.9,4.921,0.073,30494.11765
33277,24.65,90.1,4.915,0.088,30538.86792
33278,24.58,90.4,4.916,0.08,30187.2586
33279,24.56,90.5,4.92,0.132,29963.50721
33280,24.53,90.7,4.921,0.088,29682.21976
33281,24.52,90.9,4.92,0.091,29535.18313
33282,24.47,91.1,4.922,0.091,29068.50166
33283,24.4,91.3,4.919,0.077,29138.82353
33284,24.37,91.5,4.923,0.091,29087.68036
33285,24.34,91.7,4.922,0.073,29151.60932
33286,24.29,91.9,4.925,0.091,28742.46393
33287,24.27,92.1,4.919,0.106,28774.42841
33288,24.25,92.4,4.925,0.088,28991.7869
33289,24.28,92.5,4.924,0.08,29663.04107
33290,24.26,92.6,4.923,0.088,29266.68147
33291,24.24,92.7,4.923,0.099,28652.96337
33292,24.21,92.9,4.927,0.121,28416.42619
33293,24.2,92.9,4.927,0.102,28039.24528
33294,24.16,93.0,4.92,0.099,27329.63374
33295,24.17,93.0,4.927,0.106,25891.23196
33296,24.15,93.1,4.926,0.066,24599.86681
33297,24.14,93.1,4.922,0.058,23966.97003
33298,24.12,93.2,4.921,0.069,23442.7525
33299,24.12,93.2,4.924,0.088,23314.89456
33300,24.11,93.3,4.926,0.062,23257.35849
33301,24.15,93.3,4.922,0.091,22860.99889
33302,24.13,93.3,4.922,0.073,23321.28746
33303,24.15,93.4,4.921,0.172,23314.89456
33304,24.17,93.5,4.919,0.651,23359.64484
33305,24.16,93.5,4.92,3.026,23525.86016
33306,24.13,93.5,4.923,7.73,23986.14872
33307,24.14,93.5,4.92,17.86,24433.6515
33308,24.19,93.6,4.919,25.04,24714.93896
33309,24.27,93.5,4.921,37.76,24945.08324
33310,24.27,93.5,4.922,30.5,25271.12098
33311,24.26,93.5,4.92,36.83,25923.19645
33312,24.28,93.5,4.925,40.02,25967.94673
33313,24.33,93.5,4.922,51.42,26377.09212
33314,24.4,93.5,4.921,57.89,26600.84351
33315,24.47,93.4,4.917,88.0,27342.41953
33316,24.5,93.4,4.923,121.5,27847.45838
33317,24.55,93.4,4.925,98.6,28160.71032
33318,24.52,93.3,4.926,146.3,28959.82242
33319,24.59,93.2,4.921,195.0,29746.14872
33320,24.66,93.1,4.923,219.1,30762.61931
33321,24.64,92.9,4.923,234.4,30807.36959
33322,24.71,92.6,4.918,196.7,31382.7303
33323,24.69,92.0,4.923,183.5,31951.69811
33324,24.88,91.7,4.924,113.4,32380.0222
33325,25.01,90.9,4.923,198.4,33569.101
33326,25.16,90.0,4.924,211.8,33818.42397
33327,25.36,88.4,4.919,266.8,33677.78024
33328,25.68,87.4,4.925,299.0,34419.35627
33329,26.03,85.2,4.929,253.3,34892.43063
33330,26.17,83.4,4.924,298.1,35327.14761
33331,26.42,81.0,4.928,219.9,35499.75583
33332,26.58,80.0,4.922,175.3,35985.61598
33333,26.69,79.0,4.922,202.7,36842.26415
33334,26.75,78.2,4.923,250.7,36982.90788
33335,26.7,76.0,4.928,168.4,37142.7303
33336,27.1,76.0,4.922,288.3,37200.26637
33337,27.08,77.0,4.923,384.7,37417.62486
33338,27.12,77.1,4.926,417.7,37532.697
33339,27.09,76.1,4.929,384.6,37424.01776
33340,27.24,75.2,4.927,402.5,37078.80133
33341,27.41,73.9,4.92,362.8,37117.15871
33342,27.42,73.5,4.923,305.7,37558.26859
33343,27.29,73.2,4.922,344.8,37871.52053
33344,27.48,74.0,4.927,375.3,37673.34073
33345,27.52,73.8,4.923,361.7,37666.94784
33346,27.31,74.7,4.921,371.2,37513.51831
33347,27.08,76.0,4.926,351.0,37622.19756
33348,27.14,76.2,4.925,494.4,37308.94562
33349,27.45,76.1,4.924,564.0,37487.94673
33350,27.57,74.2,4.925,590.6,37539.0899
33351,27.49,74.9,4.923,472.9,37270.58824
33352,27.4,75.5,4.926,306.4,37072.40844
33353,27.33,75.7,4.92,320.1,37040.44395
33354,27.28,75.5,4.925,331.8,36950.9434
33355,27.26,75.6,4.923,363.3,36650.47725
33356,27.11,76.0,4.925,332.2,36695.22752
33357,27.16,75.9,4.925,311.1,36394.76138
33358,27.18,76.1,4.923,296.6,36164.61709
33359,27.14,75.9,4.924,324.9,36126.25971
33360,27.08,75.6,4.927,306.5,35570.07769
33361,27.13,75.7,4.926,315.5,35333.54051
33362,27.05,75.7,4.921,297.8,35212.07547
33363,26.86,76.8,4.92,289.5,35231.25416
33364,26.93,76.8,4.924,275.6,35167.32519
33365,26.92,76.2,4.922,243.3,35103.39623
33366,26.79,77.2,4.928,223.4,35058.64595
33367,26.67,77.4,4.924,202.8,35007.50277
33368,26.57,77.7,4.922,186.1,34988.32408
33369,26.59,77.9,4.925,158.6,35122.57492
33370,26.47,78.0,4.924,127.7,34860.46615
33371,26.44,78.9,4.924,88.7,34847.68036
33372,26.34,79.1,4.93,84.2,34854.07325
33373,26.16,80.1,4.923,75.6,34905.21643
33374,26.13,80.3,4.926,70.6,35474.18424
33375,26.15,80.8,4.918,76.4,36260.51054
33376,26.11,81.1,4.923,57.56,37289.76693
