,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows
44269,16.44,78.7,0.084,374.1
44270,16.82,78.3,0.082,384.9
44271,17.32,76.6,0.083,417.1
44272,17.77,73.3,0.085,435.3
44273,18.03,72.8,0.083,454.5
44274,18.49,71.2,0.082,472.5
44275,18.8,68.81,0.085,488.7
44276,19.24,67.11,0.084,506.5
44277,19.99,64.08,0.087,512.7
44278,20.87,61.41,0.087,514.9
44279,21.95,59.67,0.082,546.8
44280,22.1,57.91,0.079,530.3
44281,22.41,57.77,0.072,528.3
44282,22.45,57.91,0.071,549.5
44283,22.54,58.11,0.072,510.4
44284,22.92,57.27,0.075,517.4
44285,22.91,57.34,0.071,515.8
44286,22.87,57.3,0.072,559.7
44287,22.87,57.14,0.07,541.3
44288,22.92,55.34,0.071,556.6
44289,22.97,54.74,0.071,566.1
44290,23.16,54.54,0.071,564.9
44291,23.17,55.27,0.071,544.0
44292,23.46,54.94,0.073,538.5
44293,23.35,55.04,0.072,505.3
44294,23.37,54.74,0.074,495.6
44295,23.2,54.9,0.075,468.4
44296,23.11,55.47,0.075,474.6
44297,23.27,55.3,0.074,458.7
44298,23.32,54.64,0.071,447.1
44299,23.44,54.97,0.073,421.8
44300,23.26,55.2,0.073,410.5
44301,23.21,55.34,0.076,378.7
44302,23.27,55.04,0.072,353.8
44303,23.37,54.84,0.072,343.9
44304,23.25,55.27,0.074,307.3
44305,23.2,55.4,0.074,272.1
44306,23.25,55.54,0.073,265.1
44307,23.11,55.84,0.073,236.5
44308,22.92,56.1,0.072,209.8
44309,22.84,56.4,0.074,184.1
44310,22.84,56.84,0.074,160.4
44311,22.61,57.44,0.073,136.0
44312,22.42,57.84,0.072,110.4
44313,22.39,57.81,0.071,85.1
44314,22.29,57.94,0.072,64.25
44315,22.11,58.14,0.074,44.88
44316,21.99,58.91,0.072,25.8
44317,21.73,60.81,0.075,7.75
44318,21.28,63.21,0.078,3.628
44319,20.78,65.28,0.075,0.859
44320,20.47,66.88,0.078,0.223
44321,19.95,68.65,0.08,0.095
44322,19.56,70.7,0.078,0.091
44323,19.18,72.6,0.077,0.099
44324,18.84,74.5,0.076,0.084
44325,18.54,75.6,0.076,0.106
44326,18.27,76.6,0.073,0.08
44327,18.1,77.2,0.073,0.08
44328,17.9,78.3,0.074,0.11
44329,17.7,79.0,0.076,0.088
44330,17.62,79.4,0.071,0.051
44331,17.5,79.7,0.071,0.091
44332,17.29,80.3,0.072,0.059
44333,17.24,81.1,0.071,0.08
44334,17.21,80.9,0.073,0.091
44335,17.01,81.6,0.07,0.062
44336,16.96,81.7,0.072,0.073
44337,16.87,82.0,0.069,0.055
44338,16.79,82.2,0.071,0.055
44339,16.75,82.3,0.07,0.059
44340,16.7,82.6,0.071,0.059
44341,16.68,82.7,0.073,0.069
44342,16.57,82.9,0.069,0.077
44343,16.48,83.1,0.068,0.088
44344,16.37,83.1,0.067,0.055
44345,16.24,83.3,0.067,0.077
44346,16.11,83.5,0.069,0.077
44347,15.92,84.2,0.071,0.055
44348,15.87,84.6,0.07,0.069
44349,15.92,84.6,0.072,0.059
44350,15.93,84.6,0.072,0.073
44351,15.88,84.6,0.07,0.066
44352,15.85,84.8,0.072,0.055
44353,15.73,84.9,0.073,0.044
44354,15.69,85.3,0.069,0.066
44355,15.64,85.2,0.07,0.051
44356,15.66,85.4,0.071,0.044
44357,15.62,85.1,0.073,0.069
44358,15.56,85.4,0.071,0.062
44359,15.6,85.3,0.07,0.037
44360,15.47,85.1,0.071,0.062
44361,15.35,85.9,0.071,0.062
44362,15.36,85.7,0.071,0.051
44363,15.48,85.6,0.069,0.059
44364,15.45,85.3,0.072,0.033
44365,15.34,85.3,0.07,0.026
44366,15.28,85.6,0.071,0.062
44367,15.33,85.7,0.073,0.044
44368,15.25,85.4,0.069,0.048
44369,15.17,85.6,0.07,0.077
44370,15.13,85.8,0.072,0.04
44371,15.17,86.2,0.072,0.051
44372,15.03,85.9,0.073,0.044
44373,15.01,86.8,0.072,0.073
44374,15.12,86.6,0.073,0.04
44375,15.07,86.5,0.073,0.059
44376,14.84,86.1,0.07,0.044
44377,14.64,86.6,0.074,0.048
44378,14.54,87.2,0.073,0.04
44379,14.74,87.4,0.072,0.088
44380,14.97,87.6,0.073,0.055
44381,15.05,87.1,0.074,0.088
44382,15.17,87.1,0.072,0.084
44383,15.52,87.9,0.074,0.048
44384,14.9,86.8,0.074,0.051
44385,14.93,86.7,0.072,0.048
44386,15.08,86.9,0.075,0.059
44387,15.31,87.0,0.074,0.062
44388,15.3,86.8,0.074,0.055
44389,15.18,86.1,0.072,0.059
44390,15.01,86.4,0.072,0.04
44391,15.19,86.8,0.072,0.04
44392,15.38,86.7,0.074,0.044
44393,15.14,86.4,0.075,0.051
44394,15.08,87.2,0.074,0.04
44395,15.8,87.7,0.07,0.066
44396,15.89,86.9,0.072,0.168
44397,15.48,87.3,0.074,0.984
44398,15.57,87.8,0.073,3.533
44399,15.39,87.1,0.074,7.49
44400,15.13,87.8,0.072,21.48
44401,15.33,88.1,0.074,50.47
44402,15.51,88.3,0.073,75.9
44403,15.74,87.8,0.074,98.5
44404,15.96,87.9,0.072,123.9
44405,16.27,88.2,0.075,152.9
44406,17.13,88.7,0.073,180.1
44407,17.89,87.8,0.072,204.8
44408,18.62,87.4,0.071,238.7
44409,19.19,85.8,0.069,266.4
44410,19.56,83.3,0.069,294.0
44411,19.9,80.8,0.067,319.8
44412,20.23,79.2,0.071,345.5
44413,20.36,77.9,0.066,368.6
44414,20.48,77.2,0.068,391.6
44415,20.63,76.0,0.069,413.6
44416,20.67,74.3,0.07,433.1
44417,20.87,72.9,0.067,453.0
44418,20.94,71.4,0.07,469.8
44419,21.05,70.7,0.066,486.2
44420,21.18,69.81,0.071,500.6
44421,21.28,68.75,0.066,514.2
44422,21.29,68.15,0.068,524.1
44423,21.27,69.45,0.071,535.0
44424,21.28,69.95,0.068,543.1
44425,21.33,69.75,0.067,550.7
44426,21.4,68.28,0.073,556.8
44427,21.41,67.85,0.071,561.1
44428,21.44,66.48,0.067,563.7
44429,21.43,66.18,0.07,566.5
44430,21.64,66.51,0.072,556.2
44431,21.66,66.08,0.071,561.6
44432,21.87,64.54,0.068,558.1
44433,21.76,63.68,0.071,552.4
44434,21.82,64.84,0.069,544.4
44435,21.84,65.74,0.07,538.5
44436,21.84,66.61,0.07,527.8
44437,21.88,67.11,0.07,516.3
44438,21.73,67.81,0.07,504.0
44439,21.83,67.51,0.071,489.3
44440,21.7,69.65,0.071,473.8
44441,21.59,71.1,0.071,457.5
44442,21.51,72.1,0.07,438.2
44443,21.45,72.3,0.067,417.9
44444,21.49,71.6,0.07,398.2
44445,21.42,71.0,0.071,376.4
44446,21.39,70.8,0.069,353.2
44447,21.36,71.4,0.072,330.8
44448,21.34,71.8,0.07,307.2
44449,21.3,72.2,0.069,277.9
44450,21.23,72.5,0.067,248.5
44451,21.18,73.5,0.071,226.9
44452,21.16,73.4,0.073,192.1
44453,21.16,73.2,0.071,167.9
44454,21.05,73.7,0.073,148.2
44455,21.01,73.9,0.068,120.9
44456,20.95,74.5,0.066,98.7
44457,20.83,74.8,0.072,73.5
44458,20.74,75.0,0.074,56.05
44459,20.56,75.0,0.073,38.54
44460,20.42,75.3,0.071,16.83
44461,20.33,76.6,0.067,6.318
44462,20.16,77.3,0.07,3.448
44463,20.07,78.1,0.067,1.108
44464,19.99,78.5,0.068,0.176
44465,19.83,78.5,0.068,0.095
44466,19.69,77.4,0.069,0.106
44467,19.75,74.3,0.07,0.051
44468,19.9,74.3,0.068,0.073
44469,19.79,74.7,0.066,0.066
44470,19.68,74.1,0.068,0.066
44471,19.76,71.6,0.07,0.048
44472,19.79,70.5,0.068,0.073
44473,19.77,69.41,0.07,0.08
44474,19.77,68.31,0.07,0.069
44475,19.84,67.04,0.068,0.062
44476,19.83,66.84,0.069,0.08
44477,19.82,67.41,0.071,0.077
44478,19.78,68.11,0.072,0.088
44479,19.75,69.64,0.07,0.088
44480,19.65,71.6,0.07,0.055
44481,19.58,72.7,0.067,0.062
44482,19.55,73.5,0.07,0.069
44483,19.44,74.5,0.069,0.059
44484,19.37,74.5,0.067,0.066
44485,19.41,74.4,0.068,0.048
44486,19.43,74.5,0.067,0.04
44487,19.44,74.8,0.069,0.059
44488,19.44,75.1,0.07,0.051
44489,19.4,75.1,0.071,0.051
44490,19.31,74.9,0.07,0.048
44491,19.34,74.1,0.069,0.062
44492,19.42,72.6,0.069,0.048
44493,19.46,71.4,0.073,0.066
44494,19.42,72.0,0.069,0.051
44495,19.36,72.8,0.068,0.055
44496,19.26,73.6,0.07,0.044
44497,19.21,74.1,0.069,0.04
44498,19.18,74.5,0.069,0.055
44499,19.19,74.7,0.065,0.048
44500,19.2,74.9,0.069,0.069
44501,19.18,75.2,0.07,0.048
44502,19.11,75.8,0.068,0.048
44503,19.05,76.4,0.07,0.051
44504,19.01,76.9,0.069,0.051
44505,18.98,77.4,0.068,0.037
44506,18.97,77.7,0.071,0.051
44507,18.94,77.8,0.068,0.051
44508,18.95,78.0,0.07,0.059
44509,18.9,78.2,0.068,0.029
44510,18.87,78.5,0.068,0.066
44511,18.86,78.6,0.069,0.04
44512,18.79,79.0,0.069,0.062
44513,18.74,79.2,0.069,0.077
44514,18.66,79.7,0.067,0.055
44515,18.65,80.0,0.069,0.055
44516,18.62,80.5,0.069,0.055
44517,18.64,80.4,0.068,0.069
44518,18.62,80.7,0.065,0.055
44519,18.66,80.7,0.067,0.044
44520,18.72,80.2,0.068,0.062
44521,18.77,79.6,0.067,0.044
44522,18.8,79.7,0.068,0.044
44523,18.82,79.7,0.068,0.059
44524,18.86,79.7,0.068,0.037
44525,18.85,79.7,0.068,0.04
44526,18.8,79.9,0.068,0.059
44527,18.83,79.9,0.068,0.062
44528,18.82,79.3,0.066,0.037
44529,18.83,79.1,0.066,0.059
44530,18.79,78.9,0.067,0.044
44531,18.69,78.8,0.068,0.091
44532,18.66,78.5,0.069,0.077
44533,18.64,78.7,0.069,0.055
44534,18.6,79.0,0.068,0.055
44535,18.55,79.2,0.068,0.088
44536,18.51,79.3,0.067,0.026
44537,18.39,79.5,0.068,0.048
44538,18.24,79.8,0.07,0.033
44539,18.19,80.0,0.07,0.062
44540,18.23,80.0,0.071,0.132
44541,18.29,79.8,0.068,0.83
44542,18.25,79.8,0.068,2.79
44543,18.22,80.0,0.068,6.666
44544,18.17,79.9,0.07,13.65
44545,18.17,79.8,0.07,21.88
44546,18.25,79.6,0.07,59.13
44547,18.44,79.0,0.071,97.5
44548,18.61,78.2,0.071,106.6
44549,18.98,76.9,0.071,148.7
44550,19.26,76.1,0.071,177.7
44551,19.53,75.9,0.07,201.7
44552,19.6,75.7,0.07,162.9
44553,19.73,75.9,0.072,263.6
44554,19.96,75.1,0.07,227.4
44555,20.02,73.2,0.072,255.6
44556,20.25,72.0,0.07,271.9
44557,20.32,71.9,0.07,277.7
44558,20.61,72.1,0.07,433.8
44559,20.76,70.5,0.071,448.7
44560,20.91,69.68,0.074,394.6
44561,20.87,70.8,0.068,451.3
44562,21.13,70.7,0.068,512.0
44563,21.27,70.3,0.072,586.6
44564,21.27,69.28,0.073,515.7
44565,21.04,71.3,0.071,550.2
44566,21.04,72.6,0.071,579.4
44567,20.79,72.8,0.071,469.5
44568,20.76,71.4,0.069,503.5
44569,20.93,71.3,0.07,561.6
44570,21.01,71.6,0.071,568.4
44571,21.16,70.6,0.07,591.6
44572,21.25,70.0,0.071,573.1
44573,21.16,70.2,0.072,587.6
44574,21.33,70.0,0.073,558.1
44575,21.18,70.1,0.07,573.1
44576,21.11,70.4,0.07,561.1
44577,21.26,69.55,0.07,560.8
44578,21.29,68.78,0.071,553.0
44579,21.27,68.65,0.069,551.2
44580,21.17,69.95,0.072,546.5
44581,21.09,70.4,0.069,519.9
44582,21.12,70.0,0.07,510.0
44583,21.27,69.65,0.072,499.1
44584,21.31,69.55,0.07,476.2
44585,21.22,68.45,0.071,466.9
44586,21.4,67.54,0.068,439.1
44587,21.53,66.21,0.069,421.0
44588,21.52,66.61,0.068,391.8
44589,21.45,66.98,0.069,375.6
44590,21.39,66.38,0.07,341.8
44591,21.34,66.51,0.07,322.9
44592,21.37,66.48,0.072,303.3
44593,21.36,66.28,0.073,278.2
44594,21.33,65.88,0.072,263.3
44595,21.29,65.54,0.074,213.3
44596,21.21,65.88,0.075,180.1
44597,21.09,66.48,0.071,145.7
44598,21.09,67.08,0.07,139.9
44599,21.0,67.68,0.074,123.7
44600,20.99,67.98,0.07,102.5
44601,20.97,68.18,0.068,80.5
44602,20.88,68.44,0.066,58.1
44603,20.76,69.28,0.073,39.32
44604,20.62,69.41,0.072,19.66
44605,20.56,69.08,0.07,7.74
44606,20.42,70.8,0.071,3.291
44607,20.25,71.0,0.073,0.943
44608,20.18,71.3,0.073,0.186
44609,20.09,72.4,0.069,0.106
44610,19.97,73.0,0.073,0.102
44611,19.91,73.0,0.072,0.066
44612,19.91,73.0,0.071,0.088
44613,19.85,73.5,0.069,0.095
44614,19.79,74.7,0.065,0.08
44615,19.73,74.9,0.072,0.059
44616,19.79,74.5,0.068,0.062
44617,19.79,74.7,0.068,0.044
44618,19.7,75.4,0.069,0.059
44619,19.64,75.8,0.068,0.051
44620,19.64,76.0,0.065,0.055
44621,19.58,76.5,0.068,0.073
44622,19.56,76.7,0.07,0.055
44623,19.53,76.7,0.072,0.084
44624,19.56,76.4,0.069,0.095
44625,19.56,75.7,0.069,0.037
44626,19.58,75.6,0.069,0.051
44627,19.63,75.2,0.069,0.059
44628,19.7,74.2,0.069,0.059
44629,19.73,73.2,0.071,0.048
44630,19.68,73.4,0.068,0.037
44631,19.66,73.4,0.069,0.073
44632,19.7,74.2,0.067,0.033
44633,19.68,75.0,0.069,0.059
44634,19.74,76.2,0.069,0.051
44635,19.72,77.1,0.07,0.055
44636,19.73,77.6,0.072,0.048
44637,19.74,78.3,0.067,0.066
44638,19.79,79.2,0.071,0.059
44639,19.77,79.5,0.069,0.029
44640,19.8,80.3,0.068,0.04
44641,19.75,81.3,0.069,0.066
44642,19.71,81.6,0.07,0.04
44643,19.79,81.7,0.067,0.04
44644,19.78,81.7,0.068,0.055
44645,19.79,81.1,0.069,0.055
44646,19.8,80.8,0.069,0.044
44647,19.8,80.5,0.069,0.044
44648,19.84,80.1,0.069,0.069
44649,19.82,79.9,0.068,0.069
44650,19.79,80.0,0.066,0.044
44651,19.78,78.9,0.071,0.048
44652,19.8,78.1,0.068,0.048
44653,19.81,77.7,0.068,0.069
44654,19.79,77.2,0.071,0.08
44655,19.8,76.8,0.071,0.055
44656,19.79,76.2,0.068,0.044
44657,19.76,76.3,0.07,0.044
44658,19.72,76.6,0.07,0.029
44659,19.68,76.8,0.073,0.059
44660,19.68,76.9,0.07,0.044
44661,19.68,77.0,0.07,0.059
44662,19.7,76.9,0.07,0.048
44663,19.71,76.6,0.071,0.062
44664,19.76,76.5,0.069,0.059
44665,19.74,76.3,0.068,0.08
44666,19.77,76.3,0.068,0.048
44667,19.77,75.1,0.069,0.048
44668,19.82,73.3,0.071,0.051
44669,19.86,72.2,0.07,0.029
44670,19.97,70.3,0.072,0.062
44671,20.11,67.85,0.072,0.055
44672,20.19,68.68,0.073,0.055
44673,20.05,71.0,0.069,0.091
44674,19.88,72.4,0.071,0.062
44675,19.78,72.6,0.069,0.055
44676,19.73,72.2,0.073,0.062
44677,19.72,70.8,0.071,0.055
44678,19.61,71.9,0.071,0.059
44679,19.53,72.0,0.072,0.022
44680,19.7,70.2,0.07,0.059
44681,19.73,70.3,0.07,0.037
44682,19.81,70.3,0.069,0.059
44683,19.9,71.5,0.07,0.055
44684,19.97,72.9,0.07,0.073
44685,19.84,75.0,0.069,0.249
44686,19.69,76.4,0.07,0.636
44687,19.62,77.2,0.068,1.071
44688,19.69,77.5,0.069,3.682
44689,19.77,77.6,0.07,8.09
44690,19.79,77.7,0.072,14.03
44691,19.79,77.2,0.072,22.34
44692,19.8,76.7,0.069,29.57
44693,19.81,76.0,0.069,37.99
44694,19.87,75.0,0.071,49.83
44695,19.94,74.1,0.069,68.41
44696,19.97,73.8,0.073,74.7
44697,20.06,73.1,0.073,70.3
44698,20.09,73.0,0.074,96.8
44699,20.15,72.8,0.071,111.0
44700,20.19,73.3,0.073,105.8
44701,20.18,73.3,0.075,124.6
44702,20.26,72.8,0.071,143.4
44703,20.38,72.8,0.072,168.2
44704,20.44,73.2,0.072,158.9
44705,20.39,73.4,0.072,108.9
44706,20.31,73.8,0.069,127.9
44707,20.29,73.4,0.07,171.5
44708,20.46,71.9,0.068,202.6
44709,20.58,71.5,0.075,202.8
44710,20.58,71.1,0.071,203.3
44711,20.7,71.4,0.071,236.5
44712,20.53,72.3,0.069,192.9
44713,20.5,73.1,0.071,282.9
44714,20.59,72.6,0.068,336.8
44715,20.77,71.7,0.073,400.4
44716,20.93,70.7,0.068,378.8
44717,20.99,71.0,0.07,478.1
44718,21.17,70.3,0.068,446.9
44719,21.41,68.71,0.07,664.3
44720,21.55,65.94,0.071,523.6
44721,21.43,65.04,0.069,397.6
44722,21.53,64.18,0.073,450.6
44723,21.43,65.21,0.073,273.1
44724,21.45,65.34,0.071,389.2
44725,21.67,64.94,0.07,470.2
44726,21.54,65.58,0.073,262.3
44727,21.36,65.34,0.073,365.5
44728,21.6,64.21,0.073,554.0
44729,21.53,64.78,0.074,397.0
44730,21.8,65.41,0.073,468.0
44731,21.57,64.38,0.073,302.3
44732,21.6,63.44,0.076,410.8
44733,21.81,61.04,0.075,381.9
44734,21.82,60.67,0.074,382.8
44735,21.78,61.14,0.071,344.4
44736,21.75,61.74,0.073,376.4
44737,21.73,62.07,0.072,270.5
44738,21.7,62.54,0.071,341.8
44739,21.74,62.74,0.07,318.8
44740,21.8,62.84,0.07,297.1
44741,21.76,63.48,0.069,246.4
44742,21.73,63.61,0.074,215.8
44743,21.65,63.64,0.074,171.7
44744,21.53,64.24,0.071,143.2
44745,21.48,64.57,0.071,125.6
44746,21.46,64.37,0.069,86.1
44747,21.33,65.64,0.072,53.95
44748,21.19,67.34,0.07,29.69
44749,21.13,68.51,0.07,12.76
44750,20.99,69.28,0.072,2.497
44751,20.87,69.47,0.07,0.647
44752,20.87,69.07,0.073,0.179
44753,20.84,69.51,0.071,0.077
44754,20.76,70.1,0.069,0.11
44755,20.7,71.3,0.069,0.073
44756,20.56,72.2,0.068,0.077
44757,20.51,73.4,0.072,0.091
44758,20.44,73.5,0.07,0.051
44759,20.47,72.8,0.072,0.073
44760,20.54,71.8,0.071,0.077
44761,20.7,69.31,0.071,0.069
44762,20.82,67.57,0.074,0.077
44763,20.83,67.87,0.074,0.113
44764,20.8,69.54,0.072,0.088
44765,20.67,70.4,0.069,0.073
44766,20.62,71.2,0.072,0.095
44767,20.59,71.8,0.068,0.073
44768,20.52,72.5,0.069,0.08
44769,20.49,72.4,0.071,0.055
44770,20.6,72.0,0.071,0.088
44771,20.39,74.6,0.07,0.069
44772,20.22,75.6,0.072,0.069
44773,20.14,76.0,0.066,0.099
44774,20.16,76.4,0.067,0.059
44775,20.15,76.9,0.073,0.084
44776,20.13,77.6,0.068,0.069
44777,20.04,77.8,0.067,0.055
44778,20.05,77.7,0.067,0.048
44779,20.11,76.9,0.071,0.066
44780,20.15,77.2,0.07,0.08
44781,20.11,77.7,0.067,0.069
44782,20.1,78.2,0.064,0.055
44783,20.1,78.6,0.07,0.062
44784,20.07,79.5,0.068,0.055
44785,19.98,80.0,0.067,0.055
44786,19.9,80.7,0.067,0.059
44787,19.86,81.5,0.067,0.066
44788,19.78,81.7,0.068,0.04
44789,19.82,82.2,0.066,0.055
44790,19.7,83.2,0.067,0.062
44791,19.57,83.6,0.068,0.051
44792,19.5,84.2,0.07,0.055
44793,19.39,84.4,0.066,0.066
44794,19.34,84.5,0.068,0.059
44795,19.31,84.8,0.065,0.051
44796,19.3,85.1,0.067,0.037
44797,19.3,85.1,0.066,0.066
44798,19.35,84.6,0.069,0.055
44799,19.48,82.9,0.07,0.069
44800,19.48,82.0,0.07,0.059
44801,19.42,81.7,0.069,0.066
44802,19.32,81.5,0.069,0.066
44803,19.33,81.5,0.071,0.059
44804,19.23,81.7,0.07,0.048
44805,19.1,82.4,0.07,0.062
44806,19.0,83.0,0.067,0.073
44807,19.01,83.1,0.069,0.037
44808,19.07,83.3,0.07,0.055
44809,19.18,83.0,0.069,0.066
44810,19.29,82.2,0.07,0.062
44811,19.21,82.4,0.068,0.059
44812,19.17,82.5,0.068,0.037
44813,19.1,82.7,0.067,0.048
44814,19.02,82.9,0.068,0.04
44815,18.93,82.7,0.069,0.062
44816,18.91,82.4,0.072,0.069
44817,19.01,81.8,0.07,0.059
44818,19.09,80.7,0.07,0.073
44819,19.16,80.1,0.069,0.062
44820,19.2,79.6,0.069,0.04
44821,19.09,79.5,0.065,0.055
44822,18.97,80.2,0.068,0.077
44823,18.93,81.3,0.068,0.051
44824,18.81,81.7,0.067,0.044
44825,18.65,81.9,0.067,0.062
44826,18.49,82.8,0.066,0.048
44827,18.31,83.7,0.067,0.055
44828,18.18,84.5,0.069,0.128
44829,18.18,84.8,0.063,0.607
44830,18.27,84.9,0.063,2.252
44831,18.27,84.5,0.064,5.485
44832,18.33,84.5,0.064,13.95
44833,18.47,84.4,0.067,33.93
44834,18.5,84.1,0.07,29.74
44835,18.48,83.9,0.067,71.5
44836,18.59,83.3,0.069,97.5
44837,18.88,81.3,0.068,125.8
44838,19.29,78.3,0.07,156.1
44839,19.65,74.4,0.07,177.4
44840,19.91,72.3,0.071,210.7
44841,20.22,69.75,0.072,255.6
44842,20.41,68.05,0.074,291.5
44843,20.55,67.34,0.074,316.1
44844,20.89,65.38,0.074,339.2
44845,21.13,63.58,0.076,373.6
44846,21.23,63.41,0.074,406.4
44847,21.35,63.08,0.071,408.2
44848,21.27,63.21,0.07,310.6
44849,21.36,63.81,0.075,498.3
44850,21.54,63.31,0.071,311.6
44851,21.32,64.41,0.073,233.8
44852,21.14,64.04,0.072,206.2
44853,21.24,62.21,0.073,476.4
44854,21.69,60.94,0.073,522.2
44855,21.83,58.91,0.074,369.5
44856,21.68,59.14,0.072,293.7
44857,21.85,60.24,0.073,462.1
44858,21.93,62.07,0.073,316.4
44859,21.54,60.47,0.072,178.0
44860,21.52,59.44,0.074,131.1
44861,21.54,59.51,0.073,383.4
44862,21.91,59.27,0.073,548.9
44863,22.17,57.71,0.074,578.8
44864,22.41,57.14,0.076,609.2
44865,22.35,56.97,0.073,334.5
44866,22.39,56.84,0.071,501.9
44867,22.39,57.27,0.072,469.1
44868,22.25,57.67,0.072,383.0
44869,22.11,58.54,0.074,288.5
44870,22.0,58.31,0.071,410.9
44871,22.08,60.14,0.071,337.9
44872,22.04,60.34,0.071,380.1
44873,22.09,60.77,0.069,382.8
44874,21.99,61.54,0.069,522.5
44875,21.93,63.28,0.071,449.3
44876,21.73,64.44,0.068,444.3
44877,21.63,64.91,0.071,283.8
44878,21.43,65.98,0.072,290.3
44879,21.29,67.24,0.069,292.6
44880,21.27,67.74,0.073,294.2
44881,21.3,67.38,0.073,257.7
44882,21.3,67.11,0.071,247.9
44883,21.3,67.48,0.069,244.4
44884,21.37,67.48,0.073,212.4
44885,21.25,69.44,0.071,181.3
44886,21.13,72.2,0.07,161.5
44887,20.95,73.2,0.07,141.9
44888,20.68,74.4,0.067,103.8
44889,20.48,75.0,0.071,73.8
44890,20.38,74.7,0.068,54.76
44891,20.39,74.1,0.068,42.31
44892,20.46,75.2,0.069,21.93
44893,20.42,75.8,0.067,9.57
44894,20.33,75.6,0.071,2.252
44895,20.39,75.5,0.07,0.574
44896,20.36,76.1,0.069,0.132
44897,20.37,76.2,0.067,0.099
44898,20.37,76.3,0.066,0.091
44899,20.32,76.5,0.068,0.048
44900,20.25,76.9,0.074,0.077
44901,20.25,77.6,0.07,0.084
44902,20.16,77.9,0.067,0.102
44903,20.09,77.9,0.068,0.084
44904,20.12,78.0,0.069,0.062
44905,20.08,78.3,0.069,0.059
44906,20.06,78.5,0.071,0.069
44907,20.1,78.9,0.071,0.095
44908,20.07,79.5,0.069,0.08
44909,20.07,79.7,0.066,0.073
44910,20.08,79.9,0.067,0.091
44911,20.07,79.9,0.069,0.066
44912,20.08,79.7,0.066,0.102
44913,20.07,79.7,0.066,0.051
44914,20.11,80.0,0.067,0.066
44915,20.09,80.5,0.07,0.059
44916,20.04,81.0,0.069,0.073
44917,19.97,81.3,0.066,0.051
44918,19.97,81.3,0.068,0.073
44919,19.91,81.5,0.067,0.04
44920,19.87,81.7,0.067,0.048
44921,19.9,81.7,0.067,0.08
44922,19.89,81.5,0.07,0.059
44923,19.95,81.0,0.069,0.059
44924,20.0,81.3,0.068,0.077
44925,19.92,81.7,0.066,0.059
44926,19.81,81.7,0.066,0.073
44927,19.78,81.5,0.069,0.073
44928,19.82,81.3,0.068,0.055
44929,19.87,81.4,0.069,0.084
44930,19.88,81.8,0.068,0.077
44931,19.83,82.3,0.069,0.055
44932,19.71,82.3,0.068,0.055
44933,19.67,82.2,0.069,0.059
44934,19.64,82.6,0.068,0.051
44935,19.61,82.9,0.065,0.069
44936,19.56,83.4,0.067,0.084
44937,19.55,83.8,0.068,0.066
44938,19.52,84.1,0.067,0.073
44939,19.51,84.4,0.068,0.077
44940,19.44,84.7,0.066,0.062
44941,19.41,84.9,0.067,0.066
44942,19.37,84.8,0.067,0.062
44943,19.33,84.8,0.067,0.055
44944,19.32,84.9,0.067,0.051
44945,19.3,84.9,0.067,0.04
44946,19.28,85.0,0.069,0.062
44947,19.24,85.2,0.068,0.04
44948,19.21,85.4,0.067,0.062
44949,19.26,85.5,0.069,0.059
44950,19.34,85.5,0.068,0.044
44951,19.36,85.3,0.068,0.088
44952,19.41,85.0,0.067,0.059
44953,19.42,84.9,0.068,0.059
44954,19.46,85.0,0.069,0.044
44955,19.42,85.2,0.068,0.066
44956,19.39,85.6,0.067,0.055
44957,19.36,85.7,0.066,0.055
44958,19.29,85.9,0.069,0.077
44959,19.21,86.0,0.07,0.069
44960,19.12,86.1,0.068,0.073
44961,19.05,86.1,0.065,0.051
44962,18.96,86.2,0.067,0.037
44963,18.94,86.3,0.067,0.029
44964,18.97,86.5,0.069,0.051
44965,19.0,86.5,0.069,0.062
44966,18.92,86.6,0.064,0.055
44967,18.86,86.8,0.068,0.084
44968,18.81,86.9,0.069,0.055
44969,18.71,86.9,0.071,0.048
44970,17.89,86.6,0.074,0.04
44971,17.38,86.9,0.071,0.059
44972,17.21,87.0,0.07,0.077
44973,17.26,87.0,0.073,0.556
44974,17.0,86.0,0.07,2.303
44975,16.67,85.9,0.071,5.751
44976,16.61,85.8,0.071,11.93
44977,16.48,85.9,0.067,36.73
44978,16.61,85.2,0.069,68.15
44979,16.84,84.8,0.072,95.6
44980,16.96,84.1,0.07,122.0
44981,17.26,83.7,0.07,144.3
44982,17.59,83.0,0.071,165.2
44983,17.88,82.8,0.072,196.1
44984,18.36,82.5,0.073,217.9
44985,18.63,81.2,0.077,250.2
44986,19.08,81.0,0.075,311.8
44987,19.82,80.3,0.073,284.9
44988,19.86,78.2,0.074,277.0
44989,19.94,77.3,0.072,174.9
44990,20.01,77.3,0.074,159.6
44991,20.0,77.2,0.073,151.0
44992,20.02,77.1,0.074,164.8
44993,20.07,77.0,0.073,215.2
44994,20.16,76.4,0.072,214.4
44995,20.25,75.0,0.072,177.5
44996,20.34,74.2,0.071,224.8
44997,20.4,73.6,0.071,271.4
44998,20.54,72.6,0.068,285.0
44999,20.63,72.1,0.07,246.5
45000,20.63,71.5,0.07,248.2
45001,20.56,71.5,0.071,218.9
45002,20.63,71.1,0.075,283.4
45003,20.71,71.1,0.072,255.5
